1.
2	{[STOP][文件无法打开]"^0"是应用程序不支持的文件格式。[OK]}
1414 {打击垫 6 门输入}
1415 {打击垫 7 门输入}
1416 {打击垫 8 门输入}
1417 {打击垫 9 门输入}
1418 {打击垫 10 门输入}
1419 {打击垫 11 门输入}
1420 {打击垫 12 门输入}
1421 {打击垫 13 门输入}
1422 {打击垫 14 门输入}
1423 {打击垫 15 门输入}
1424 {打击垫 16 门输入}

1600 {主音频输出左}
1601 {主音频输出右}
1602 {音频输出 3}
1603 {音频输出 4}
1604 {音频输出 5}
1605 {音频输出 6}
1606 {音频输出 7}
1607 {音频输出 8}
1608 {音频输出 9}
1609 {音频输出 10}
1610 {音频输出 11}
1611 {音频输出 12}
1612 {音频输出 13}
1613 {音频输出 14}
1614 {音频输出 15}
1615 {音频输出 16}
1616 {发送 1 音频输出左}
1617 {发送 1 音频输出右}
1618 {发送 2 音频输出左}
1619 {发送 2 音频输出右}
1620 {到外部 FX 输出左}
1621 {到外部 FX 输出右}

1800 {到 FX}

2000 {打击垫 1 门输出}
2001 {打击垫 2 门输出}
2002 {打击垫 3 门输出}
2003 {打击垫 4 门输出}
2004 {打击垫 5 门输出}
2005 {打击垫 6 门输出}
2006 {打击垫 7 门输出}
2007 {打击垫 8 门输出}
2008 {打击垫 9 门输出}
2009 {打击垫 10 门输出}
2010 {打击垫 11 门输出}
2011 {打击垫 12 门输出}
2012 {打击垫 13 门输出}
2013 {打击垫 14 门输出}
2014 {打击垫 15 门输出}
2015 {打击垫 16 门输出}

2200 {全局}
2201 {全局 FX}
2202 {打击垫静音}
2203 {打击垫独奏}
2204 {鼓 1}
2205 {鼓 2}
2206 {鼓 3}
2207 {鼓 4}
2208 {鼓 5}
2209 {鼓 6}
2210 {鼓 7}
2211 {鼓 8}
2212 {鼓 9}
2213 {鼓 10}
2214 {鼓 11}
2215 {鼓 12}
2216 {鼓 13}
2217 {鼓 14}
2218 {鼓 15}
2219 {鼓 16}

6250 {主 FX}
6251 {总线 FX}
6252 {主输出 L/R}
6253 {输出 3–4}
6254 {输出 5–6}
6255 {输出 7–8}
6256 {输出 9–10}
6257 {输出 11–12}
6258 {输出 13–14}
6259 {输出 15–16}



















58.
1	{NN19,NN19 Sampler,NN19 数字采样器}

2	{选择样本}
3	{设置发音区域下限}
4	{设置发音区域上限}
5	{设置根音}
6	{设置调音}
7	{设置播放电平}
8	{设置循环模式}
9	{延音踏板}
10	{触后}
11	{表情}
12	{呼吸控制}
13	{将NN19的补丁另存为…}
14	{Reason NN19采样器补丁文件}
15	{*^0}
16	{–}
17	{Reason Factory Sound Bank:NN19 Sampler Patches/ FARFISAORGAN.smp}


100	{放大器包络 起音}
101	{放大器包络 衰减}
102	{放大器包络 保持}
103	{放大器包络 释放}
104	{主电平}

105	{滤波器 包络起音}
106	{滤波器 包络衰减}
107	{滤波器 包络保持}
108	{滤波器 包络释放}
109	{滤波器 包络量}
110	{滤波器 包络反转}

111	{滤波器 开/关}
112	{滤波器截止频率}
113	{滤波器共振}
114	{滤波器键盘跟踪}
115	{滤波器模式}

116	{样本起始点}
117	{振荡器 八度}
118	{振荡器 半音}
119	{振荡器 微调}
120	{振荡器 键盘跟踪}
121	{振荡器 包络量}

122	{LFO 速率}
123	{LFO 量}
124	{LFO 波形}
125	{LFO 目标}

126	{触发模式}
127	{滑音}
128	{最大复音数}
129	{立体声宽度}
130	{立体声模式}
131	{启用高通滤波器}
132	{高质量播放样本}

133	{用调制轮控制滤波器截止频率}
134	{用调制轮控制滤波器共振}
135	{用调制轮控制滤波器衰减}
136	{用调制轮控制放大器}
137	{用调制轮控制LFO}
138	{弯音范围}

139	{用外部控制控制滤波器截止频率}
140	{用外部控制控制LFO}
141	{用外部控制控制放大器}
142	{选择外部控制}

143	{将力度映射到放大器}
144	{将力度映射到滤波器包络}
145	{将力度映射到滤波器衰减}
146	{将力度映射到放大器起音}
147	{将力度映射到样本起始点}

148	{启用LFO同步}

149	{独奏播放样本}
150	{调制轮}
151	{音符开启指示灯}
152	{用MIDI选择键区}
153	{用MIDI选择区域}

154	{样本加载状态}

500	{弯音}

1200	{输入}
1201	{来自FX}

1400	{单声道Gate输入}
1401	{单声道CV输入}
1402	{放大器包络 Gate输入}
1403	{滤波器包络 Gate输入}
1404	{滤波器1 截止频率 CV输入}
1405	{滤波器1 共振 CV输入}
1406	{放大器电平 CV输入}
1407	{振荡器音高 CV输入}
1408	{调制轮 CV输入}
1409	{弯音 CV输入}

1600	{音频输出 左}
1601	{音频输出 右}

1800	{到FX}

2000	{滤波器包络 调制CV输出(单声道)}
2001	{LFO调制 CV输出}

2200	{放大器}
2201	{控制器}
2202	{滤波器}
2203	{组}
2204	{键盘}
2205	{LFO}
2206	{杂项}
2207	{调制轮}
2208	{振荡器}
2209	{性能}
2210	{力度}
















59.
1	{Scream,Scream 4,Scream 4 失真}

2	{Scream 4补丁另存为…}
3	{Reason Scream 4补丁文件}
4	{Reason Factory Sound Bank:Scream 4 Patches/ EasyFuzz.sm4}


100	{设备状态}
101	{启用失真}
102	{失真控制}
103	{失真类型}
104	{参数 1}
105	{参数 2}
106	{启用削减/增强}
107	{低频削减/增强}
108	{中频削减/增强}
109	{高频削减/增强}
110	{启用共鸣}
111	{共鸣共振}
112	{共鸣比例}
113	{比例包络调节}
114	{箱体类型}
115	{主音量}
116	{输入峰值表}


1000	{音频输入 左}
1001	{音频输入 右}


1200	{MIDI输入}


1400	{失真控制 CV输入}
1401	{参数 1 CV输入}
1402	{参数 2 CV输入}
1403	{共鸣比例 CV输入}


1600	{音频输出 左}
1601	{音频输出 右}


2000	{比例包络 CV输出}


2200	{主控}
2201	{损坏}
2202	{EQ}
2203	{箱体}

















60.
1	{Spider Audio,Spider Audio,Spider Audio 合并器/分离器}


100	{合并输入 1 左 信号状态}
101	{合并输入 2 左 信号状态}
102	{合并输入 3 左 信号状态}
103	{合并输入 4 左 信号状态}
104	{合并输入 1 右 信号状态}
105	{合并输入 2 右 信号状态}
106	{合并输入 3 右 信号状态}
107	{合并输入 4 右 信号状态}
108	{分离输入 左 信号状态}
109	{分离输入 右 信号状态}

1000	{合并输入 1 左}
1001	{合并输入 1 右}
1002	{合并输入 2 左}
1003	{合并输入 2 右}
1004	{合并输入 3 左}
1005	{合并输入 3 右}
1006	{合并输入 4 左}
1007	{合并输入 4 右}
1008	{分离输入 左}
1009	{分离输入 右}

1600	{分离输出 1 左}
1601	{分离输出 1 右}
1602	{分离输出 2 左}
1603	{分离输出 2 右}
1604	{分离输出 3 左}
1605	{分离输出 3 右}
1606	{分离输出 4 左}
1607	{分离输出 4 右}
1608	{合并输出 左}
1609	{合并输出 右}













61.
1	{Spider CV,Spider CV,Spider CV 合并器/分离器}


100	{合并输入 1 信号状态}
101	{合并输入 2 信号状态}
102	{合并输入 3 信号状态}
103	{合并输入 4 信号状态}
104	{分离输入 A 信号状态}
105	{分离输入 B 信号状态}

1400	{合并输入 1}
1401	{合并输入 2}
1402	{合并输入 3}
1403	{合并输入 4}
1404	{分离输入 A}
1405	{分离输入 B}

2000	{合并输出}
2001	{分离输出 A 1}
2002	{分离输出 A 2}
2003	{分离输出 A 3}
2004	{分离输出 A 4/反信号}
2005	{分离输出 B 1}
2006	{分离输出 B 2}
2007	{分离输出 B 3}
2008	{分离输出 B 4/反信号}















62.
1	{SubTractor,SubTractor,SubTractor 模拟合成器}

2	{延音踏板}
3	{触后}
4	{表情}
5	{呼吸控制}
6	{Subtractor的预设另存为…}
7	{Reason Subtractor预设文件}
8	{Reason Factory Sound Bank:Subtractor Patches/ Bass Guitar.zyp}

100	{放大器包络起音}
101	{放大器包络衰减}
102	{放大器包络保持}
103	{放大器包络释放}
104	{主音量}

105	{调制包络起音}
106	{调制包络衰减}
107	{调制包络保持}
108	{调制包络释放}
109	{调制包络调制量}
110	{调制包络目标}
111	{调制包络反转}

112	{滤波器包络起音}
113	{滤波器包络衰减}
114	{滤波器包络保持}
115	{滤波器包络释放}
116	{滤波器包络调制量}
117	{滤波器包络反转}

118	{滤波器截止频率}
119	{滤波器共振}
120	{滤波器键盘跟踪}
121	{滤波器类型}
122	{滤波器截止频率链接 开/关}

123	{滤波器2 开/关}
124	{滤波器2 截止频率}
125	{滤波器2 共振}

126	{振荡器1 波形}
127	{振荡器1 八度}
128	{振荡器1 半音}
129	{振荡器1 微调}
130	{振荡器1 相位模式}
131	{振荡器1 相位偏移}
132	{振荡器1 键盘跟踪}

133	{振荡器2 开/关}
134	{振荡器2 波形}
135	{振荡器2 八度}
136	{振荡器2 半音}
137	{振荡器2 微调}
138	{振荡器2 相位模式}
139	{振荡器2 相位偏移}
140	{振荡器2 键盘跟踪}

141	{振荡器混合}
142	{FM量}
143	{环形调制}

144	{LFO1 速率}
145	{LFO1 调制量}
146	{LFO1 波形}
147	{LFO1 目标}

148	{LFO2 速率}
149	{LFO2 调制量}
150	{LFO2 延迟}
151	{LFO2 目标}
152	{LFO2 键盘跟踪}

153	{滑音}
154	{复音数}
155	{键盘模式}
156	{高切滤波器 开/关}

157	{调制轮控制滤波器截止频率}
158	{调制轮控制滤波器共振}
159	{调制轮控制FM}
160	{调制轮控制相位偏移}
161	{调制轮控制LFO1}
162	{弯音范围}

163	{控制器控制滤波器截止频率}
164	{控制器控制LFO1}
165	{控制器控制放大器}
166	{控制器控制FM}
167	{选择控制器}

168	{噪声 开/关}
169	{噪声电平}
170	{噪声衰减}
171	{噪声颜色}

172	{力度影响放大器}
173	{力度影响FM}
174	{力度影响调制包络}
175	{力度影响相位}
176	{力度影响滤波器2 截止频率}
177	{力度影响滤波器包络}
178	{力度影响滤波器衰减}
179	{力度影响振荡器混合}
180	{力度影响放大器起音}
181	{LFO同步启用}
182	{调制轮}
183	{音符开启指示灯}

500	{弯音}

1200	{输入}
1201	{来自FX}

1400	{单声道门输入}
1401	{单声道CV输入}
1402	{放大器包络门输入}
1403	{滤波器包络门输入}
1404	{调制包络门输入}
1405	{振荡器音高CV输入}
1406	{振荡器相位CV输入}
1407	{FM CV输入}
1408	{滤波器1 截止频率CV输入}
1409	{滤波器1 共振CV输入}
1410	{滤波器2 截止频率CV输入}
1411	{放大器电平CV输入}
1412	{调制轮CV输入}
1413	{弯音CV输入}

1600	{音频输出}

1800	{到FX}

2000	{调制包络 调制CV输出(单声道)}
2001	{滤波器包络 调制CV输出(单声道)}
2002	{LFO1 调制CV输出}

2200	{放大器}
2201	{控制器}
2202	{滤波器}
2203	{键盘}
2204	{LFO}
2205	{调制}
2206	{调制轮}
2207	{振荡器}
2208	{性能}
2209	{力度}



















63.
1	{Unison,UN-16 齐奏合成器,UN-16 齐奏合成器}


100	{设备状态}

101	{声音数}
102	{失谐}
103	{干/湿}

104	{峰值表}

1000	{音频输入 左}
1001	{音频输入 右}


1200	{MIDI输入}


1400	{失谐 CV输入}


1600	{音频输出 左}
1601	{音频输出 右}


1800	{MIDI输出}


2200	{主控}
2201	{效果}














64.
1	{Vocoder,BV512 Vocoder,BV512 数字声码器}

2	{更改频带电平}
3	{重置频带电平}
4	{频带 ^0 电平}

100	{设备状态}
101	{切换频带宽度}
102	{声码器/均衡器}
103	{强调高频}
104	{音域偏移}
105	{起音}
106	{衰减}
107	{保持}
108	{干/湿}
109	{频带电平 1}
110	{频带电平 2}
111	{频带电平 3}
112	{频带电平 4}
113	{频带电平 5}
114	{频带电平 6}
115	{频带电平 7}
116	{频带电平 8}
117	{频带电平 9}
118	{频带电平 10}
119	{频带电平 11}
120	{频带电平 12}
121	{频带电平 13}
122	{频带电平 14}
123	{频带电平 15}
124	{频带电平 16}
125	{频带电平 17}
126	{频带电平 18}
127	{频带电平 19}
128	{频带电平 20}
129	{频带电平 21}
130	{频带电平 22}
131	{频带电平 23}
132	{频带电平 24}
133	{频带电平 25}
134	{频带电平 26}
135	{频带电平 27}
136	{频带电平 28}
137	{频带电平 29}
138	{频带电平 30}
139	{频带电平 31}
140	{频带电平 32}
141	{调制器电平 1}
142	{调制器电平 2}
143	{调制器电平 3}
144	{调制器电平 4}
145	{调制器电平 5}
146	{调制器电平 6}
147	{调制器电平 7}
148	{调制器电平 8}
149	{调制器电平 9}
150	{调制器电平 10}
151	{调制器电平 11}
152	{调制器电平 12}
153	{调制器电平 13}
154	{调制器电平 14}
155	{调制器电平 15}
156	{调制器电平 16}
157	{调制器电平 17}
158	{调制器电平 18}
159	{调制器电平 19}
160	{调制器电平 20}
161	{调制器电平 21}
162	{调制器电平 22}
163	{调制器电平 23}
164	{调制器电平 24}
165	{调制器电平 25}
166	{调制器电平 26}
167	{调制器电平 27}
168	{调制器电平 28}
169	{调制器电平 29}
170	{调制器电平 30}
171	{调制器电平 31}
172	{调制器电平 32}
173	{载波峰值表}
174	{调制器峰值表}

1000	{载波音频输入 左}
1001	{载波音频输入 右}
1002	{调制器音频输入}

1200	{MIDI输入}

1400	{频带1 CV输入}
1401	{频带2 CV输入}
1402	{频带3 CV输入}
1403	{频带4 CV输入}
1404	{频带5 CV输入}
1405	{频带6 CV输入}
1406	{频带7 CV输入}
1407	{频带8 CV输入}
1408	{频带9 CV输入}
1409	{频带10 CV输入}
1410	{频带11 CV输入}
1411	{频带12 CV输入}
1412	{频带13 CV输入}
1413	{频带14 CV输入}
1414	{频带15 CV输入}
1415	{频带16 CV输入}
1416	{偏移 CV}
1417	{保持输入}

1600	{音频输出 左}
1601	{音频输出 右}

2000	{频带1 CV输出}
2001	{频带2 CV输出}
2002	{频带3 CV输出}
2003	{频带4 CV输出}
2004	{频带5 CV输出}
2005	{频带6 CV输出}
2006	{频带7 CV输出}
2007	{频带8 CV输出}
2008	{频带9 CV输出}
2009	{频带10 CV输出}
2010	{频带11 CV输出}
2011	{频带12 CV输出}
2012	{频带13 CV输出}
2013	{频带14 CV输出}
2014	{频带15 CV输出}
2015	{频带16 CV输出}

2200	{主控}
2201	{效果}
2202	{滤波器}
















65.
1	{Malström,Malström,Malström颗粒波表合成器}

2	{延音踏板}
3	{触后}
4	{表情}
5	{呼吸控制}
6	{Malström音色另存为…}
7	{Reason Malström音色文件}

8	{选择波形}
9	{无波形}
10	{保存Malström音色}
11	{B}
12	{A+B}
13	{A}
14	{^0: ^1}

15	{Reason Factory Sound Bank:Malstrom Patches/ Vesper.xwv}


100	{调制器A 开/关}
101	{调制器A 曲线}
102	{调制器A 速率}
103	{调制器A 单次触发}
104	{调制器A 同步}
105	{调制器A 目标}
106	{调制器A应用于音高}
107	{调制器A应用于索引}
108	{调制器A应用于偏移}


109	{调制器B 开/关}
110	{调制器B 曲线}
111	{调制器B 速率}
112	{调制器B 单次触发}
113	{调制器B 同步}
114	{调制器B 目标}
115	{调制器B应用于电平}
116	{调制器B应用于滤波器}
117	{调制器B应用于调制器A}
118	{调制器B应用于运动}


119	{振荡器B 开/关}
120	{振荡器B 索引}
121	{振荡器B 运动}
122	{振荡器B 八度}
123	{振荡器B 半音}
124	{振荡器B 微调}
125	{振荡器B 偏移}
126	{振荡器B 起音}
127	{振荡器B 衰减}
128	{振荡器B 延音}
129	{振荡器B 释音}
130	{振荡器B 增益}


131	{振荡器A 开/关}
132	{振荡器A 索引}
133	{振荡器A 运动}
134	{振荡器A 八度}
135	{振荡器A 半音}
136	{振荡器A 微调}
137	{振荡器A 偏移}
138	{振荡器A 起音}
139	{振荡器A 衰减}
140	{振荡器A 延音}
141	{振荡器A 释音}
142	{振荡器A 增益}


143	{滤波器B 开/关}
144	{滤波器B 模式}
145	{滤波器B 截止频率}
146	{滤波器B 共振}
147	{滤波器包络 起音}
148	{滤波器包络 衰减}
149	{滤波器包络 延音}
150	{滤波器包络 释音}
151	{滤波器B 键盘跟踪}
152	{滤波器包络 反映量}
153	{滤波器包络 反转}
154	{滤波器B 包络}


155	{滤波器A 开/关}
156	{滤波器A 模式}
157	{滤波器A 截止频率}
158	{滤波器A 共振}
159	{滤波器A 包络}
160	{滤波器A 键盘跟踪}


161	{波形整形器 开/关}
162	{波形整形器模式}
163	{波形整形器反映量}


164	{力度 目标}
165	{力度应用于电平B}

166	{力度应用于电平A}
167	{力度应用于滤波器包络}
168	{力度应用于起音}
169	{力度应用于偏移}
170	{力度应用于调制器}


171	{调制轮 目标}
172	{调制轮控制索引}
173	{调制轮控制偏移}
174	{调制轮控制滤波器}
175	{调制轮控制调制器}


176	{振荡器B到滤波器B的路由}
177	{振荡器A到滤波器B的路由}
178	{振荡器A到波形整形器的路由}
179	{滤波器B到波形整形器的路由}


180	{复音数}
181	{滑音}
182	{连奏 开/关}
183	{弯音范围}
184	{主电平}
185	{立体声宽度}


186	{音高 目标}
187	{滤波器 目标}
188	{索引 目标}
189	{偏移 目标}
190	{电平 目标}
191	{调制反映量 目标}

192	{调制轮}
193	{音符开指示灯}
194	{峰值表}

500	{弯音}


1000	{滤波器B 音频输入}
1001	{波形整形器 / 滤波器A 音频输入}

1200	{输入}
1201	{来自FX}


1400	{单声道门输入}
1401	{单声道CV输入}
1402	{放大器包络门输入}
1403	{滤波器包络门输入}
1404	{音高CV输入}
1405	{滤波器CV输入}
1406	{索引CV输入}
1407	{偏移CV输入}
1408	{电平CV输入}
1409	{调制反映量CV输入}
1410	{调制轮CV输入}
1411	{弯音CV输入}


1600	{波形整形器 / 滤波器A 音频输出}
1601	{滤波器B 音频输出}
1602	{振荡器A 音频输出}
1603	{振荡器B 音频输出}
1604	{振荡器A 音频输出}


1800	{到FX}


2000	{调制器A CV输出}
2001	{调制器B CV输出}
2002	{滤波器包络CV输出}


2200	{放大器}
2201	{滤波器}
2202	{键盘}
2203	{主控}
2204	{杂项}
2205	{调制器}
2206	{调制轮}
2207	{振荡器}
2208	{性能}
2209	{波形整形器}
2210	{力度}











66.
1	{混音通道,混音通道,混音通道}

11	{无音频输入}
12	{单声道输入}
13	{输入模式设置为单声道}
14	{立体声输入}
15	{输入模式设置为立体声}
16	{^0 ^1}
17	{^0 ^1 + ^2}
18	{选择输入 ^0}
19	{没有有效的音频输入。请检查声卡设置。}
20	{^0 左}
21	{^0 右}

22	{录音源有效}
23	{录音源无效}
24	{创建并行通道}
25	{选择PLAN输出}

30	{显示插入FX}
32	{录音源}
